GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOB001,AOS001,AOS002,AOD001,AOD002,AOD003
"G4700850","1880","Tennessee","470","Humphreys","0850","Humphreys","54","850",11379,57432,197164,1490696,64876,418080
"G4700870","1880","Tennessee","470","Jackson","0870","Jackson","54","870",12008,63441,109082,1292574,46717,343983
"G4700875","1880","Tennessee","470","James","0875","James","54","875",5187,33409,55290,675735,27230,122614
"G4700890","1880","Tennessee","470","Jefferson","0890","Jefferson","54","890",15846,96940,82688,2434978,102521,413303
"G4700910","1880","Tennessee","470","Johnson","0910","Johnson","54","910",7766,39623,162215,953242,31464,165612
"G4700930","1880","Tennessee","470","Knox","0930","Knox","54","930",39124,172361,137357,4843786,222384,691265
"G4700950","1880","Tennessee","470","Lake","0950","Lake","54","950",3968,34738,36541,660838,32624,190915
"G4700970","1880","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",14918,61975,88294,1428944,80381,428464
"G4700990","1880","Tennessee","470","Lawrence","0990","Lawrence","54","990",10383,50352,192306,1055137,53525,269414
"G4701010","1880","Tennessee","470","Lewis","1010","Lewis","54","1010",2181,12399,65262,282316,13512,74752
"G4701030","1880","Tennessee","470","Lincoln","1030","Lincoln","54","1030",26960,172741,159170,4479629,171269,859846
"G4701050","1880","Tennessee","470","Loudon","1050","Loudon","54","1050",9148,76883,78255,1754669,86335,275874
"G4701070","1880","Tennessee","470","McMinn","1070","Mcminn","54","1070",15064,111363,129917,2041766,106956,359730
"G4701090","1880","Tennessee","470","McNairy","1090","Mcnairy","54","1090",17271,83255,237504,1801722,95698,553089
"G4701110","1880","Tennessee","470","Macon","1110","Macon","54","1110",9321,64342,117720,982713,49994,287487
"G4701130","1880","Tennessee","470","Madison","1130","Madison","54","1130",30874,129946,167838,2882701,140324,682409
"G4701150","1880","Tennessee","470","Marion","1150","Marion","54","1150",10910,49646,112985,1186861,37920,216305
"G4701170","1880","Tennessee","470","Marshall","1170","Marshall","54","1170",19259,132513,97175,3727945,148243,832867
"G4701190","1880","Tennessee","470","Maury","1190","Maury","54","1190",39904,242240,133474,8446476,253269,1463597
"G4701210","1880","Tennessee","470","Meigs","1210","Meigs","54","1210",7117,52587,71678,1280112,48979,207555
"G4701230","1880","Tennessee","470","Monroe","1230","Monroe","54","1230",14283,101133,191010,2179426,92755,395895
"G4701250","1880","Tennessee","470","Montgomery","1250","Montgomery","54","1250",28481,150609,146797,3480132,170911,689591
"G4701270","1880","Tennessee","470","Moore","1270","Moore","54","1270",6233,41890,28946,777639,44404,205756
"G4701290","1880","Tennessee","470","Morgan","1290","Morgan","54","1290",5156,23006,113777,362704,23104,149521
"G4701310","1880","Tennessee","470","Obion","1310","Obion","54","1310",22912,117073,130477,3386905,163176,777073
"G4701330","1880","Tennessee","470","Overton","1330","Overton","54","1330",12153,80813,173578,1075810,58015,346192
"G4701350","1880","Tennessee","470","Perry","1350","Perry","54","1350",7174,37172,146791,999295,44698,263252
"G4701390","1880","Tennessee","470","Polk","1390","Polk","54","1390",7269,38400,92608,769813,35233,161140
"G4701410","1880","Tennessee","470","Putnam","1410","Putnam","54","1410",11501,65339,146816,1064136,52722,336863
"G4701430","1880","Tennessee","470","Rhea","1430","Rhea","54","1430",7073,44290,83686,1439579,52838,191669
"G4701450","1880","Tennessee","470","Roane","1450","Roane","54","1450",15237,77345,137564,2009510,85050,360960
"G4701470","1880","Tennessee","470","Robertson","1470","Robertson","54","1470",18861,165902,133839,3462671,164023,614325
"G4701490","1880","Tennessee","470","Rutherford","1490","Rutherford","54","1490",36741,213457,145953,7161890,209474,1124892
"G4701510","1880","Tennessee","470","Scott","1510","Scott","54","1510",6021,31632,218848,446609,26066,179792
"G4701530","1880","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",2565,17217,42690,460208,15913,101291
"G4701550","1880","Tennessee","470","Sevier","1550","Sevier","54","1550",15541,85852,202667,1913669,84365,354513
"G4701570","1880","Tennessee","470","Shelby","1570","Shelby","54","1570",78430,204432,171943,5655599,257915,1131948
"G4701590","1880","Tennessee","470","Smith","1590","Smith","54","1590",17799,127110,80198,3236604,103328,665012
"G4701610","1880","Tennessee","470","Stewart","1610","Stewart","54","1610",12690,56960,155624,1285559,73102,414305
"G4701630","1880","Tennessee","470","Sullivan","1630","Sullivan","54","1630",18321,128670,129999,2870223,136554,505777
"G4701650","1880","Tennessee","470","Sumner","1650","Sumner","54","1650",23625,173627,128615,4195882,185323,906380
"G4701670","1880","Tennessee","470","Tipton","1670","Tipton","54","1670",21033,104023,140905,2570214,118581,646885
"G4701690","1880","Tennessee","470","Trousdale","1690","Trousdale","54","1690",6646,44657,24673,1023795,38810,243961
"G4701710","1880","Tennessee","470","Unicoi","1710","Unicoi","54","1710",3645,19297,82916,316065,17944,78216
"G4701730","1880","Tennessee","470","Union","1730","Union","54","1730",10260,63465,81549,1247825,55400,227817
"G4701750","1880","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2933,19003,64009,350324,15523,92187
"G4701770","1880","Tennessee","470","Warren","1770","Warren","54","1770",14079,100524,148127,2100957,94530,424937
"G4701790","1880","Tennessee","470","Washington","1790","Washington","54","1790",16181,120471,80274,2918594,135514,431627
"G4701810","1880","Tennessee","470","Wayne","1810","Wayne","54","1810",11301,59056,233905,1171179,63411,372503
"G4701830","1880","Tennessee","470","Weakley","1830","Weakley","54","1830",24538,135151,166974,3618726,177000,886998
"G4701850","1880","Tennessee","470","White","1850","White","54","1850",11176,77163,108061,1456411,65374,351161
"G4701870","1880","Tennessee","470","Williamson","1870","Williamson","54","1870",28313,177050,156302,5592294,239309,1026429
"G4701890","1880","Tennessee","470","Wilson","1890","Wilson","54","1890",28747,196180,149547,5963320,244729,1366955
"G4800010","1880","Texas","480","Anderson","0010","Anderson","49","10",17395,79725,258016,1125765,73642,275180
"G4800030","1880","Texas","480","Andrews","0030","Andrews","49","30",0,0,0,0,0,0
"G4800050","1880","Texas","480","Angelina","0050","Angelina","49","50",5239,21498,141655,372992,22959,193367
"G4800070","1880","Texas","480","Aransas","0070","Aransas","49","70",996,8249,15560,29100,387,47385
"G4800090","1880","Texas","480","Archer","0090","Archer","49","90",596,3614,11365,26825,1251,390625
"G4800110","1880","Texas","480","Armstrong","0110","Armstrong","49","110",31,0,60000,0,0,150000
"G4800130","1880","Texas","480","Atascosa","0130","Atascosa","49","130",4217,99096,173115,477584,19343,372156
"G4800150","1880","Texas","480","Austin","0150","Austin","49","150",14429,103829,146672,2468595,125628,493599
"G4800170","1880","Texas","480","Bailey","0170","Bailey","49","170",0,0,0,0,0,0
"G4800190","1880","Texas","480","Bandera","0190","Bandera","49","190",2158,32553,120575,326478,13216,115646
"G4800210","1880","Texas","480","Bastrop","0210","Bastrop","49","210",17215,107154,191849,2011065,103661,424530
"G4800230","1880","Texas","480","Baylor","0230","Baylor","49","230",715,2489,11017,22960,3129,77649
"G4800250","1880","Texas","480","Bee","0250","Bee","49","250",2298,178623,148958,686954,27151,430529
"G4800270","1880","Texas","480","Bell","0270","Bell","49","270",20518,200034,260111,6286035,156438,748516
"G4800290","1880","Texas","480","Bexar","0290","Bexar","49","290",30470,106771,186408,1660652,79517,438911
"G4800310","1880","Texas","480","Blanco","0310","Blanco","49","310",3583,35646,154608,612806,29937,266343
"G4800330","1880","Texas","480","Borden","0330","Borden","49","330",35,0,0,0,0,19940
"G4800350","1880","Texas","480","Bosque","0350","Bosque","49","350",11217,94930,182107,1761435,94015,464994
"G4800370","1880","Texas","480","Bowie","0370","Bowie","49","370",10965,40014,155157,936668,40287,260010
"G4800390","1880","Texas","480","Brazoria","0390","Brazoria","49","390",9774,89217,132143,1134423,151029,264046
"G4800410","1880","Texas","480","Brazos","0410","Brazos","49","410",13576,76012,121996,1717773,63110,300648
"G4800450","1880","Texas","480","Briscoe","0450","Briscoe","49","450",12,0,0,0,0,11500
"G4800490","1880","Texas","480","Brown","0490","Brown","49","490",8414,61868,189403,772480,60533,571920
"G4800510","1880","Texas","480","Burleson","0510","Burleson","49","510",9243,48828,102372,979807,39086,223393
"G4800530","1880","Texas","480","Burnet","0530","Burnet","49","530",6855,59162,220534,1010049,56043,390884
"G4800550","1880","Texas","480","Caldwell","0550","Caldwell","49","550",11757,90034,115301,1171175,55108,277486
"G4800570","1880","Texas","480","Calhoun","0570","Calhoun","49","570",1739,79095,33237,117668,3075,185114
"G4800590","1880","Texas","480","Callahan","0590","Callahan","49","590",3453,12005,51210,179371,9190,290881
"G4800610","1880","Texas","480","Cameron","0610","Cameron","49","610",14959,116989,633181,321055,19175,367658
"G4800630","1880","Texas","480","Camp","0630","Camp","49","630",5931,33351,62440,560943,21996,106782
"G4800650","1880","Texas","480","Carson","0650","Carson","49","650",0,0,0,0,0,0
"G4800670","1880","Texas","480","Cass","0670","Cass","49","670",16724,88619,244085,1443641,76027,422570
"G4800690","1880","Texas","480","Castro","0690","Castro","49","690",0,0,0,0,0,0
"G4800710","1880","Texas","480","Chambers","0710","Chambers","49","710",2187,49360,77833,246425,8011,42179
"G4800730","1880","Texas","480","Cherokee","0730","Cherokee","49","730",16723,92006,293423,1682992,77901,382535
"G4800750","1880","Texas","480","Childress","0750","Childress","49","750",25,0,0,0,0,3400
"G4800770","1880","Texas","480","Clay","0770","Clay","49","770",5045,24839,97694,352251,37076,667136
"G4800790","1880","Texas","480","Cochran","0790","Cochran","49","790",0,0,0,0,0,0
"G4800830","1880","Texas","480","Coleman","0830","Coleman","49","830",3603,78877,90225,438267,31070,719963
"G4800850","1880","Texas","480","Collin","0850","Collin","49","850",25983,234620,145564,4424930,257769,948516
"G4800870","1880","Texas","480","Collingsworth","0870","Collingsworth","49","870",6,0,0,0,0,19500
"G4800890","1880","Texas","480","Colorado","0890","Colorado","49","890",16673,139162,187509,1998134,98330,942272
"G4800910","1880","Texas","480","Comal","0910","Comal","49","910",5546,63993,139743,1161590,74173,240623
"G4800930","1880","Texas","480","Comanche","0930","Comanche","49","930",8608,48550,141932,783278,49868,364913
"G4800950","1880","Texas","480","Concho","0950","Concho","49","950",800,453,2602,3840,75,5047
"G4800970","1880","Texas","480","Cooke","0970","Cooke","49","970",20391,121445,140405,2071593,120740,698197
"G4800990","1880","Texas","480","Coryell","0990","Coryell","49","990",10924,83258,181778,1328898,77878,233730
"G4801010","1880","Texas","480","Cottle","1010","Cottle","49","1010",24,0,0,0,0,0
"G4801050","1880","Texas","480","Crockett","1050","Crockett","49","1050",127,148,40452,44570,640,14534
"G4801070","1880","Texas","480","Crosby","1070","Crosby","49","1070",82,22720,0,17306,460,880
"G4801110","1880","Texas","480","Dallam","1110","Dallam","49","1110",0,0,0,0,0,0
"G4801130","1880","Texas","480","Dallas","1130","Dallas","49","1130",33488,236984,135874,4552709,245614,810163
"G4801150","1880","Texas","480","Dawson","1150","Dawson","49","1150",24,0,0,0,0,76300
"G4801170","1880","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",38,0,0,0,0,7500
"G4801190","1880","Texas","480","Delta","1190","Delta","49","1190",5597,32120,69966,710832,46218,215451
"G4801210","1880","Texas","480","Denton","1210","Denton","49","1210",18143,147647,152084,2394017,140498,883578
"G4801230","1880","Texas","480","DeWitt","1230","De Witt","49","1230",10082,127970,212837,1349666,52258,627935
"G4801250","1880","Texas","480","Dickens","1250","Dickens","49","1250",28,0,0,0,0,0
"G4801270","1880","Texas","480","Dimmit","1270","Dimmit","49","1270",665,704,69812,47075,1035,133860
"G4801290","1880","Texas","480","Donley","1290","Donley","49","1290",160,214,2056,2770,490,109870
"G4801310","1880","Texas","480","Duval","1310","Duval","49","1310",5732,6572,475885,269801,9227,554451
"G4801330","1880","Texas","480","Eastland","1330","Eastland","49","1330",4855,23423,77394,309208,21214,191168
"G4801370","1880","Texas","480","Edwards","1370","Edwards","49","1370",266,304,3100,4495,132,46678
"G4801390","1880","Texas","480","Ellis","1390","Ellis","49","1390",21294,204506,135146,3656198,202127,734987
"G4801410","1880","Texas","480","El Paso","1410","El Paso","49","1410",3845,14024,5907,229092,9737,33875
"G4801415","1880","Texas","480","Encinal","1415","Encinal","49","1415",1902,12,204031,58416,200,355304
"G4801430","1880","Texas","480","Erath","1430","Erath","49","1430",11796,64729,233719,1235269,91694,496194
"G4801450","1880","Texas","480","Falls","1450","Falls","49","1450",16240,127011,226410,2153684,99845,448157
"G4801470","1880","Texas","480","Fannin","1470","Fannin","49","1470",25501,175672,193328,3081172,204452,889878
"G4801490","1880","Texas","480","Fayette","1490","Fayette","49","1490",27996,217439,223643,4416402,195913,717402
"G4801510","1880","Texas","480","Fisher","1510","Fisher","49","1510",136,35,0,4925,2945,235280
"G4801530","1880","Texas","480","Floyd","1530","Floyd","49","1530",3,0,0,0,0,0
"G4801570","1880","Texas","480","Fort Bend","1570","Fort Bend","49","1570",9380,45891,128152,1453017,118977,446849
"G4801590","1880","Texas","480","Franklin","1590","Franklin","49","1590",5280,25937,71831,467665,34064,143549
"G4801610","1880","Texas","480","Freestone","1610","Freestone","49","1610",14921,114806,244146,1897377,94995,452938
"G4801630","1880","Texas","480","Frio","1630","Frio","49","1630",2130,113502,212929,399575,10563,599046
"G4801650","1880","Texas","480","Gaines","1650","Gaines","49","1650",8,0,0,0,0,0
"G4801670","1880","Texas","480","Galveston","1670","Galveston","49","1670",24121,3148,13052,188169,6855,78282
"G4801690","1880","Texas","480","Garza","1690","Garza","49","1690",36,0,0,0,0,0
"G4801710","1880","Texas","480","Gillespie","1710","Gillespie","49","1710",5228,21171,240814,831405,71282,373123
"G4801750","1880","Texas","480","Goliad","1750","Goliad","49","1750",5832,233900,138290,650834,19803,438591
"G4801770","1880","Texas","480","Gonzales","1770","Gonzales","49","1770",14840,156900,276362,1758099,82970,651819
"G4801790","1880","Texas","480","Gray","1790","Gray","49","1790",56,50,620,700,170,53025
"G4801810","1880","Texas","480","Grayson","1810","Grayson","49","1810",38108,217957,178123,3915724,214135,886179
"G4801830","1880","Texas","480","Gregg","1830","Gregg","49","1830",8530,39344,64105,528513,23361,140688
"G4801850","1880","Texas","480","Grimes","1850","Grimes","49","1850",18603,99115,186020,1537208,70713,355456
"G4801870","1880","Texas","480","Guadalupe","1870","Guadalupe","49","1870",12202,132859,156610,1898547,109450,385363
"G4801890","1880","Texas","480","Hale","1890","Hale","49","1890",0,0,0,0,0,0
"G4801910","1880","Texas","480","Hall","1910","Hall","49","1910",36,0,0,0,0,21800
"G4801930","1880","Texas","480","Hamilton","1930","Hamilton","49","1930",6365,39799,139119,656913,30187,230747
"G4801950","1880","Texas","480","Hansford","1950","Hansford","49","1950",18,0,0,0,0,0
"G4801970","1880","Texas","480","Hardeman","1970","Hardeman","49","1970",50,72,1208,2940,575,3863
"G4801990","1880","Texas","480","Hardin","1990","Hardin","49","1990",1870,3765,89106,73952,6520,71358
"G4802010","1880","Texas","480","Harris","2010","Harris","49","2010",27985,33849,131605,931001,69240,435036
"G4802030","1880","Texas","480","Harrison","2030","Harrison","49","2030",25177,129564,224107,1724197,78052,394694
"G4802050","1880","Texas","480","Hartley","2050","Hartley","49","2050",100,0,0,0,0,430705
"G4802070","1880","Texas","480","Haskell","2070","Haskell","49","2070",48,55,2000,175,10,196450
"G4802090","1880","Texas","480","Hays","2090","Hays","49","2090",7555,92945,114971,2101039,44473,247829
"G4802110","1880","Texas","480","Hemphill","2110","Hemphill","49","2110",149,365,0,1400,20,129855
"G4802130","1880","Texas","480","Henderson","2130","Henderson","49","2130",9735,49553,172933,907116,52287,284064
"G4802150","1880","Texas","480","Hidalgo","2150","Hidalgo","49","2150",4347,12569,469337,110444,2330,78677
"G4802170","1880","Texas","480","Hill","2170","Hill","49","2170",16554,164277,150694,2501271,144587,599710
"G4802190","1880","Texas","480","Hockley","2190","Hockley","49","2190",0,0,0,0,0,0
"G4802210","1880","Texas","480","Hood","2210","Hood","49","2210",6125,36412,102833,636768,34863,257258
"G4802230","1880","Texas","480","Hopkins","2230","Hopkins","49","2230",15461,89883,197390,1525212,95429,432308
"G4802250","1880","Texas","480","Houston","2250","Houston","49","2250",16702,75339,276314,1048041,89786,296427
"G4802270","1880","Texas","480","Howard","2270","Howard","49","2270",50,0,0,0,0,7505
"G4802310","1880","Texas","480","Hunt","2310","Hunt","49","2310",17230,136064,180902,2245640,147403,614102
"G4802330","1880","Texas","480","Hutchinson","2330","Hutchinson","49","2330",50,0,0,0,0,0
"G4802370","1880","Texas","480","Jack","2370","Jack","49","2370",6626,39275,147389,707629,51172,671126
"G4802390","1880","Texas","480","Jackson","2390","Jackson","49","2390",2723,96016,126396,364601,11013,308167
"G4802410","1880","Texas","480","Jasper","2410","Jasper","49","2410",5779,21569,107089,338138,15845,123337
"G4802450","1880","Texas","480","Jefferson","2450","Jefferson","49","2450",3489,8400,44272,120686,6444,131334
"G4802510","1880","Texas","480","Johnson","2510","Johnson","49","2510",17911,158418,116411,2854682,180373,624758
"G4802530","1880","Texas","480","Jones","2530","Jones","49","2530",546,1191,4961,14320,293,8785
"G4802550","1880","Texas","480","Karnes","2550","Karnes","49","2550",3270,167153,120262,608158,10499,401358
"G4802570","1880","Texas","480","Kaufman","2570","Kaufman","49","2570",15448,110782,152095,2064834,116513,492949
"G4802590","1880","Texas","480","Kendall","2590","Kendall","49","2590",2763,22452,131469,501045,28095,175348
"G4802630","1880","Texas","480","Kent","2630","Kent","49","2630",92,0,0,0,0,34520
"G4802650","1880","Texas","480","Kerr","2650","Kerr","49","2650",2168,10532,72295,238831,11358,151895
"G4802670","1880","Texas","480","Kimble","2670","Kimble","49","2670",1343,1628,28519,82331,7895,221454
"G4802690","1880","Texas","480","King","2690","King","49","2690",40,0,0,0,0,0
"G4802710","1880","Texas","480","Kinney","2710","Kinney","49","2710",4487,10328,8764,53085,1817,199997
"G4802750","1880","Texas","480","Knox","2750","Knox","49","2750",77,120,0,650,38,109250
"G4802770","1880","Texas","480","Lamar","2770","Lamar","49","2770",27193,132411,183774,2698658,180625,729397
"G4802790","1880","Texas","480","Lamb","2790","Lamb","49","2790",0,0,0,0,0,0
"G4802810","1880","Texas","480","Lampasas","2810","Lampasas","49","2810",5421,31953,106646,502605,26349,208853
"G4802830","1880","Texas","480","La Salle","2830","La Salle","49","2830",789,185945,79510,151905,1995,307700
"G4802850","1880","Texas","480","Lavaca","2850","Lavaca","49","2850",13641,155931,207980,2063908,96251,639492
"G4802870","1880","Texas","480","Lee","2870","Lee","49","2870",8937,49686,137645,947405,54765,224701
"G4802890","1880","Texas","480","Leon","2890","Leon","49","2890",12817,72500,244044,844567,75181,349868
"G4802910","1880","Texas","480","Liberty","2910","Liberty","49","2910",4999,15286,77770,310719,18020,201977
"G4802930","1880","Texas","480","Limestone","2930","Limestone","49","2930",16246,97650,171891,2088053,112299,450542
"G4802950","1880","Texas","480","Lipscomb","2950","Lipscomb","49","2950",69,24,0,900,15,139037
"G4802970","1880","Texas","480","Live Oak","2970","Live Oak","49","2970",1994,122301,55502,315547,4428,171931
"G4802990","1880","Texas","480","Llano","2990","Llano","49","2990",4962,33967,129425,360468,24416,328030
"G4803030","1880","Texas","480","Lubbock","3030","Lubbock","49","3030",25,0,0,0,0,0
"G4803050","1880","Texas","480","Lynn","3050","Lynn","49","3050",9,0,0,0,0,0
"G4803070","1880","Texas","480","McCulloch","3070","Mcculloch","49","3070",1533,3382,20056,57610,5505,149540
"G4803090","1880","Texas","480","McLennan","3090","Mclennan","49","3090",26934,240459,164656,3401116,195058,799282
"G4803110","1880","Texas","480","McMullen","3110","Mcmullen","49","3110",701,41921,146050,148519,750,232393
"G4803130","1880","Texas","480","Madison","3130","Madison","49","3130",5395,25410,89540,385254,23237,122233
"G4803150","1880","Texas","480","Marion","3150","Marion","49","3150",10983,38294,105243,468083,25665,130791
"G4803170","1880","Texas","480","Martin","3170","Martin","49","3170",12,0,0,0,0,0
"G4803190","1880","Texas","480","Mason","3190","Mason","49","3190",2655,188709,153292,521039,16218,386842
"G4803210","1880","Texas","480","Matagorda","3210","Matagorda","49","3210",3940,41352,84038,333600,23558,236209
"G4803230","1880","Texas","480","Maverick","3230","Maverick","49","3230",2967,1027,281498,162362,3901,309444
"G4803250","1880","Texas","480","Medina","3250","Medina","49","3250",4492,109566,175770,670053,41355,422636
"G4803270","1880","Texas","480","Menard","3270","Menard","49","3270",1239,1060,64127,209725,6025,211763
"G4803310","1880","Texas","480","Milam","3310","Milam","49","3310",18659,109750,204253,2085446,117017,468998
"G4803350","1880","Texas","480","Mitchell","3350","Mitchell","49","3350",117,0,0,0,0,190170
"G4803370","1880","Texas","480","Montague","3370","Montague","49","3370",11257,55951,138689,778456,52096,449589
"G4803390","1880","Texas","480","Montgomery","3390","Montgomery","49","3390",10154,57110,197698,1094735,49961,217062
"G4803410","1880","Texas","480","Moore","3410","Moore","49","3410",0,0,0,0,0,0
"G4803430","1880","Texas","480","Morris","3430","Morris","49","3430",5032,29160,91113,436703,22777,113718
"G4803450","1880","Texas","480","Motley","3450","Motley","49","3450",24,0,0,0,0,0
"G4803470","1880","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",11590,71050,343910,1001532,41453,342628
"G4803490","1880","Texas","480","Navarro","3490","Navarro","49","3490",21702,170444,168368,2246500,143391,700979
"G4803510","1880","Texas","480","Newton","3510","Newton","49","3510",4359,14205,153791,225809,19078,118652
"G4803530","1880","Texas","480","Nolan","3530","Nolan","49","3530",640,856,0,22225,9125,253810
"G4803550","1880","Texas","480","Nueces","3550","Nueces","49","3550",7673,566984,426331,311041,3640,446099
"G4803570","1880","Texas","480","Ochiltree","3570","Ochiltree","49","3570",0,0,0,0,0,0
"G4803590","1880","Texas","480","Oldham","3590","Oldham","49","3590",287,0,0,0,0,8000
"G4803610","1880","Texas","480","Orange","3610","Orange","49","3610",2938,3311,24296,78038,4882,35274
"G4803630","1880","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",5885,48590,85689,644932,32852,492935
"G4803650","1880","Texas","480","Panola","3650","Panola","49","3650",12219,72982,232219,1045873,68072,274276
"G4803670","1880","Texas","480","Parker","3670","Parker","49","3670",15870,80264,190494,1562540,81261,509565
"G4803690","1880","Texas","480","Parmer","3690","Parmer","49","3690",0,0,0,0,0,0
"G4803710","1880","Texas","480","Pecos","3710","Pecos","49","3710",1807,4105,5084,25575,1438,47172
"G4803730","1880","Texas","480","Polk","3730","Polk","49","3730",7189,33701,124461,456238,32183,147453
"G4803750","1880","Texas","480","Potter","3750","Potter","49","3750",28,10200,0,6600,0,291165
"G4803770","1880","Texas","480","Presidio","3770","Presidio","49","3770",2873,5667,20023,47060,6523,53549
"G4803790","1880","Texas","480","Rains","3790","Rains","49","3790",3035,17041,37470,469620,35903,160151
"G4803810","1880","Texas","480","Randall","3810","Randall","49","3810",3,0,0,0,0,4000
"G4803870","1880","Texas","480","Red River","3870","Red River","49","3870",17194,96745,210877,1598511,95048,548249
"G4803910","1880","Texas","480","Refugio","3910","Refugio","49","3910",1585,402150,40813,702435,3624,572543
"G4803930","1880","Texas","480","Roberts","3930","Roberts","49","3930",32,0,0,0,0,94250
"G4803950","1880","Texas","480","Robertson","3950","Robertson","49","3950",22383,124535,127955,1998302,90953,439948
"G4803970","1880","Texas","480","Rockwall","3970","Rockwall","49","3970",2984,31342,29878,500453,42820,103826
"G4803990","1880","Texas","480","Runnels","3990","Runnels","49","3990",980,0,0,0,0,0
"G4804010","1880","Texas","480","Rusk","4010","Rusk","49","4010",18986,100635,260305,1554344,70423,384308
"G4804030","1880","Texas","480","Sabine","4030","Sabine","49","4030",4161,17477,84827,217143,12456,94708
"G4804050","1880","Texas","480","San Augustine","4050","San Augustine","49","4050",5084,27748,110587,346116,25715,118772
"G4804070","1880","Texas","480","San Jacinto","4070","San Jacinto","49","4070",6186,27503,71955,583459,23772,100230
"G4804090","1880","Texas","480","San Patricio","4090","San Patricio","49","4090",1010,64455,2343,164050,2472,61930
"G4804110","1880","Texas","480","San Saba","4110","San Saba","49","4110",5324,44227,138703,615574,28303,426950
"G4804150","1880","Texas","480","Scurry","4150","Scurry","49","4150",102,0,0,0,0,309080
"G4804170","1880","Texas","480","Shackelford","4170","Shackelford","49","4170",2037,2408,16947,75400,4989,21360
"G4804190","1880","Texas","480","Shelby","4190","Shelby","49","4190",9523,49106,254209,879514,52300,281528
"G4804210","1880","Texas","480","Sherman","4210","Sherman","49","4210",0,0,0,0,0,0
"G4804230","1880","Texas","480","Smith","4230","Smith","49","4230",21863,122684,226767,1625020,91895,400583
"G4804250","1880","Texas","480","Somervell","4250","Somervell","49","4250",2649,16202,40414,283232,12127,94996
"G4804270","1880","Texas","480","Starr","4270","Starr","49","4270",8304,1391,381297,152895,1513,257613
"G4804290","1880","Texas","480","Stephens","4290","Stephens","49","4290",4725,18849,76783,371293,26930,415611
"G4804330","1880","Texas","480","Stonewall","4330","Stonewall","49","4330",104,0,0,0,0,408491
"G4804370","1880","Texas","480","Swisher","4370","Swisher","49","4370",4,0,0,0,0,0
"G4804390","1880","Texas","480","Tarrant","4390","Tarrant","49","4390",24671,199615,157884,3258375,198055,882330
"G4804410","1880","Texas","480","Taylor","4410","Taylor","49","4410",1736,3099,27114,56829,949,226952
"G4804450","1880","Texas","480","Terry","4450","Terry","49","4450",0,0,0,0,0,0
"G4804470","1880","Texas","480","Throckmorton","4470","Throckmorton","49","4470",711,3741,25745,81867,2986,338067
"G4804490","1880","Texas","480","Titus","4490","Titus","49","4490",5959,31073,99207,462432,22202,174712
"G4804510","1880","Texas","480","Tom Green","4510","Tom Green","49","4510",3615,1065,0,34875,1215,2400
"G4804530","1880","Texas","480","Travis","4530","Travis","49","4530",27028,139804,165614,3734342,161934,545122
"G4804550","1880","Texas","480","Trinity","4550","Trinity","49","4550",4915,24951,133681,320018,27025,171728
"G4804570","1880","Texas","480","Tyler","4570","Tyler","49","4570",5825,19661,150054,235884,23197,146283
"G4804590","1880","Texas","480","Upshur","4590","Upshur","49","4590",10266,58816,152300,894527,51708,242823
"G4804630","1880","Texas","480","Uvalde","4630","Uvalde","49","4630",2541,47640,239804,363326,6300,409512
"G4804670","1880","Texas","480","Van Zandt","4670","Van Zandt","49","4670",12619,65733,200756,1248296,68782,371102
"G4804690","1880","Texas","480","Victoria","4690","Victoria","49","4690",6289,198967,39135,615737,18872,356087
"G4804710","1880","Texas","480","Walker","4710","Walker","49","4710",12024,53173,155595,706588,37612,236888
"G4804730","1880","Texas","480","Waller","4730","Waller","49","4730",9024,32536,70833,695650,39731,190225
"G4804770","1880","Texas","480","Washington","4770","Washington","49","4770",27565,178034,194989,3774263,149952,493511
"G4804790","1880","Texas","480","Webb","4790","Webb","49","4790",5273,14509,122122,72838,925,303031
"G4804810","1880","Texas","480","Wharton","4810","Wharton","49","4810",4549,28941,68439,533370,30254,145972
"G4804830","1880","Texas","480","Wheeler","4830","Wheeler","49","4830",512,0,0,0,0,0
"G4804850","1880","Texas","480","Wichita","4850","Wichita","49","4850",433,3442,6170,28775,4425,371870
"G4804870","1880","Texas","480","Wilbarger","4870","Wilbarger","49","4870",126,976,3824,14295,1917,13351
"G4804910","1880","Texas","480","Williamson","4910","Williamson","49","4910",15155,187602,238336,2991720,125732,784651
"G4804930","1880","Texas","480","Wilson","4930","Wilson","49","4930",7118,68432,124268,789205,20652,341036
"G4804970","1880","Texas","480","Wise","4970","Wise","49","4970",16601,95877,191322,1684300,101013,631819
"G4804990","1880","Texas","480","Wood","4990","Wood","49","4990",11212,50296,145892,917753,74008,257415
"G4805010","1880","Texas","480","Yoakum","5010","Yoakum","49","5010",0,0,0,0,0,0
"G4805030","1880","Texas","480","Young","5030","Young","49","5030",4726,28897,65372,434290,38816,427132
"G4805050","1880","Texas","480","Zapata","5050","Zapata","49","5050",3636,57889,347133,449875,2173,150353
