GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003
"G4701490","1890","Tennessee","470","Rutherford","1490","Rutherford","54","1490",35097,226089,140862,6970060,245770,1680420
"G4701510","1890","Tennessee","470","Scott","1510","Scott","54","1510",9794,38163,177301,908190,27270,240330
"G4701530","1890","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",3027,18053,40289,614760,22770,131840
"G4701550","1890","Tennessee","470","Sevier","1550","Sevier","54","1550",18761,95299,166923,2355030,103910,489200
"G4701570","1890","Tennessee","470","Shelby","1570","Shelby","54","1570",112740,209453,119908,7515400,206310,1362220
"G4701590","1890","Tennessee","470","Smith","1590","Smith","54","1590",18404,121135,83034,3376470,105990,932690
"G4701610","1890","Tennessee","470","Stewart","1610","Stewart","54","1610",12193,70424,185104,1549930,65630,466080
"G4701630","1890","Tennessee","470","Sullivan","1630","Sullivan","54","1630",20879,134264,85095,3415480,133770,592850
"G4701650","1890","Tennessee","470","Sumner","1650","Sumner","54","1650",23668,183574,120434,4688560,203290,1327410
"G4701670","1890","Tennessee","470","Tipton","1670","Tipton","54","1670",24271,135451,104105,3215530,170460,869330
"G4701690","1890","Tennessee","470","Trousdale","1690","Trousdale","54","1690",5850,47331,20671,1100470,43690,360310
"G4701710","1890","Tennessee","470","Unicoi","1710","Unicoi","54","1710",4619,16445,49650,456000,15110,90780
"G4701730","1890","Tennessee","470","Union","1730","Union","54","1730",11459,73255,71263,1237380,61950,363450
"G4701750","1890","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2863,21578,53643,363540,16900,123080
"G4701770","1890","Tennessee","470","Warren","1770","Warren","54","1770",14413,108004,110550,1937430,113720,583300
"G4701790","1890","Tennessee","470","Washington","1790","Washington","54","1790",20354,119662,54344,3555190,153570,534585
"G4701810","1890","Tennessee","470","Wayne","1810","Wayne","54","1810",11471,61401,170976,1262720,49820,463750
"G4701830","1890","Tennessee","470","Weakley","1830","Weakley","54","1830",28955,172873,154256,4185330,230620,1219630
"G4701850","1890","Tennessee","470","White","1850","White","54","1850",12348,90016,86565,1577960,73860,479660
"G4701870","1890","Tennessee","470","Williamson","1870","Williamson","54","1870",26321,188258,129785,6322850,247610,1412310
"G4701890","1890","Tennessee","470","Wilson","1890","Wilson","54","1890",27148,199045,145267,5500190,239900,1769150
"G4800010","1890","Texas","480","Anderson","0010","Anderson","49","10",20923,99958,177677,1284810,86180,471230
"G4800030","1890","Texas","480","Andrews","0030","Andrews","49","30",24,,,,,
"G4800050","1890","Texas","480","Angelina","0050","Angelina","49","50",6306,24238,83289,399440,28950,147700
"G4800070","1890","Texas","480","Aransas","0070","Aransas","49","70",1824,279,654,7460,470,8160
"G4800090","1890","Texas","480","Archer","0090","Archer","49","90",2101,33961,396801,1677030,29500,851810
"G4800110","1890","Texas","480","Armstrong","0110","Armstrong","49","110",944,36487,376638,1101570,12570,998300
"G4800130","1890","Texas","480","Atascosa","0130","Atascosa","49","130",6459,276262,229079,2069130,65670,720800
"G4800150","1890","Texas","480","Austin","0150","Austin","49","150",17859,151765,118485,4063500,155060,604370
"G4800170","1890","Texas","480","Bailey","0170","Bailey","49","170",0,,,,,
"G4800190","1890","Texas","480","Bandera","0190","Bandera","49","190",3795,47394,149516,942740,13820,489640
"G4800210","1890","Texas","480","Bastrop","0210","Bastrop","49","210",20736,194848,198483,3669140,133240,705470
"G4800230","1890","Texas","480","Baylor","0230","Baylor","49","230",2595,54662,20424,518050,27070,272210
"G4800250","1890","Texas","480","Bee","0250","Bee","49","250",3720,77541,157422,1461370,14860,245150
"G4800270","1890","Texas","480","Bell","0270","Bell","49","270",33377,378355,151272,8664130,274020,1598480
"G4800290","1890","Texas","480","Bexar","0290","Bexar","49","290",49266,203374,278184,5625280,162140,656670
"G4800295","1890","Texas","480","Bexar District","0295","Bexar District","49","295",0,,,,,
"G4800310","1890","Texas","480","Blanco","0310","Blanco","49","310",4649,42440,260771,1235760,30570,329900
"G4800330","1890","Texas","480","Borden","0330","Borden","49","330",222,1046,19534,86780,6360,9820
"G4800350","1890","Texas","480","Bosque","0350","Bosque","49","350",14224,281871,172311,3785160,149580,1027250
"G4800370","1890","Texas","480","Bowie","0370","Bowie","49","370",20267,70759,133270,1297030,64540,429680
"G4800390","1890","Texas","480","Brazoria","0390","Brazoria","49","390",11506,131322,140921,2623650,115570,599870
"G4800410","1890","Texas","480","Brazos","0410","Brazos","49","410",16650,117337,84067,1721370,66180,437800
"G4800430","1890","Texas","480","Brewster","0430","Brewster","49","430",710,,,,,
"G4800450","1890","Texas","480","Briscoe","0450","Briscoe","49","450",0,,,,,
"G4800490","1890","Texas","480","Brown","0490","Brown","49","490",11421,157070,167956,2100690,85720,685270
"G4800497","1890","Texas","480","Buchel","0497","Buchel","49","495",298,,,,,
"G4800510","1890","Texas","480","Burleson","0510","Burleson","49","510",13001,99548,102198,2193030,79390,469970
"G4800530","1890","Texas","480","Burnet","0530","Burnet","49","530",10747,59723,371091,2569710,92020,770120
"G4800550","1890","Texas","480","Caldwell","0550","Caldwell","49","550",15769,135516,88165,3057680,77970,493890
"G4800570","1890","Texas","480","Calhoun","0570","Calhoun","49","570",815,134515,13805,365370,61650,155875
"G4800590","1890","Texas","480","Callahan","0590","Callahan","49","590",5457,161500,81581,1300550,41830,435380
"G4800610","1890","Texas","480","Cameron","0610","Cameron","49","610",14424,31041,90638,367010,16757,279632
"G4800630","1890","Texas","480","Camp","0630","Camp","49","630",6624,33361,34687,373610,28290,112440
"G4800650","1890","Texas","480","Carson","0650","Carson","49","650",356,9668,13372,98150,4330,28530
"G4800670","1890","Texas","480","Cass","0670","Cass","49","670",22554,122494,206764,2011510,83550,541020
"G4800690","1890","Texas","480","Castro","0690","Castro","49","690",9,75,70000,70000,300,10000
"G4800710","1890","Texas","480","Chambers","0710","Chambers","49","710",2241,26138,131522,236240,7850,140390
"G4800730","1890","Texas","480","Cherokee","0730","Cherokee","49","730",22975,149413,234127,2159870,89450,609790
"G4800750","1890","Texas","480","Childress","0750","Childress","49","750",1175,39671,39676,291590,12320,76560
"G4800770","1890","Texas","480","Clay","0770","Clay","49","770",7503,303685,165001,3645100,77690,948130
"G4800790","1890","Texas","480","Cochran","0790","Cochran","49","790",0,,,,,
"G4800810","1890","Texas","480","Coke","0810","Coke","49","810",2059,3993,34074,130240,8990,150500
"G4800830","1890","Texas","480","Coleman","0830","Coleman","49","830",6112,36270,368679,2131020,81530,841310
"G4800850","1890","Texas","480","Collin","0850","Collin","49","850",36736,323132,75652,9180540,329620,1814290
"G4800870","1890","Texas","480","Collingsworth","0870","Collingsworth","49","870",357,43912,152201,204140,6650,184090
"G4800890","1890","Texas","480","Colorado","0890","Colorado","49","890",19512,194246,116215,3614610,147060,453922
"G4800910","1890","Texas","480","Comal","0910","Comal","49","910",6398,83794,204732,2590710,111680,369840
"G4800930","1890","Texas","480","Comanche","0930","Comanche","49","930",15608,156056,239639,2615200,103110,793460
"G4800950","1890","Texas","480","Concho","0950","Concho","49","950",1065,4950,238017,625570,6890,458410
"G4800970","1890","Texas","480","Cooke","0970","Cooke","49","970",24696,243906,160545,5227430,240680,1179340
"G4800990","1890","Texas","480","Coryell","0990","Coryell","49","990",16873,267076,238580,4645310,201670,1076710
"G4801010","1890","Texas","480","Cottle","1010","Cottle","49","1010",240,1600,139371,453300,3660,207170
"G4801030","1890","Texas","480","Crane","1030","Crane","49","1030",15,,,,,
"G4801050","1890","Texas","480","Crockett","1050","Crockett","49","1050",194,0,79932,185280,0,222220
"G4801070","1890","Texas","480","Crosby","1070","Crosby","49","1070",346,,,,,
"G4801110","1890","Texas","480","Dallam","1110","Dallam","49","1110",112,1180,8000,28800,1400,180700
"G4801130","1890","Texas","480","Dallas","1130","Dallas","49","1130",67042,287150,80442,10788530,252260,1419560
"G4801150","1890","Texas","480","Dawson","1150","Dawson","49","1150",29,367,87570,31750,170,322760
"G4801170","1890","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",179,8608,85,38210,1600,33460
"G4801190","1890","Texas","480","Delta","1190","Delta","49","1190",9117,66624,41042,1662340,63530,332740
"G4801210","1890","Texas","480","Denton","1210","Denton","49","1210",21289,331185,131678,6457000,261340,1343420
"G4801230","1890","Texas","480","DeWitt","1230","De Witt","49","1230",14307,141571,229775,4050460,84590,504650
"G4801250","1890","Texas","480","Dickens","1250","Dickens","49","1250",295,,,,,
"G4801270","1890","Texas","480","Dimmit","1270","Dimmit","49","1270",1049,8643,384370,1015920,2260,393260
"G4801290","1890","Texas","480","Donley","1290","Donley","49","1290",1056,12423,1170,50210,1240,7040
"G4801310","1890","Texas","480","Duval","1310","Duval","49","1310",7598,4331,291278,692400,4490,293640
"G4801330","1890","Texas","480","Eastland","1330","Eastland","49","1330",10373,78093,148516,1339100,68040,591040
"G4801350","1890","Texas","480","Ector","1350","Ector","49","1350",224,,,,,
"G4801370","1890","Texas","480","Edwards","1370","Edwards","49","1370",1970,54250,126632,405700,7600,800250
"G4801390","1890","Texas","480","Ellis","1390","Ellis","49","1390",31774,303910,107307,7936560,321729,1550110
"G4801410","1890","Texas","480","El Paso","1410","El Paso","49","1410",15678,8561,8744,180940,9910,35630
"G4801415","1890","Texas","480","Encinal","1415","Encinal","49","1415",2744,45527,264733,642220,790,582100
"G4801430","1890","Texas","480","Erath","1430","Erath","49","1430",21594,164233,278605,3353770,135470,1070150
"G4801450","1890","Texas","480","Falls","1450","Falls","49","1450",20706,154844,143974,4542220,135100,876170
"G4801470","1890","Texas","480","Fannin","1470","Fannin","49","1470",38709,264884,102548,7101080,285840,1503290
"G4801490","1890","Texas","480","Fayette","1490","Fayette","49","1490",31481,287853,173117,17131600,259940,915530
"G4801510","1890","Texas","480","Fisher","1510","Fisher","49","1510",2996,381670,36736,910210,23980,682340
"G4801530","1890","Texas","480","Floyd","1530","Floyd","49","1530",529,255,35925,122420,9340,44930
"G4801555","1890","Texas","480","Foley","1555","Foley","49","1555",25,,,,,
"G4801570","1890","Texas","480","Fort Bend","1570","Fort Bend","49","1570",10586,68579,84690,1417970,138610,305470
"G4801590","1890","Texas","480","Franklin","1590","Franklin","49","1590",6481,47521,71115,724220,45350,205620
"G4801610","1890","Texas","480","Freestone","1610","Freestone","49","1610",15987,163683,182953,2430190,90105,867550
"G4801630","1890","Texas","480","Frio","1630","Frio","49","1630",3112,18549,223225,956190,10120,520270
"G4801650","1890","Texas","480","Gaines","1650","Gaines","49","1650",68,,,,,
"G4801670","1890","Texas","480","Galveston","1670","Galveston","49","1670",31476,36997,120709,1550530,15810,51610
"G4801690","1890","Texas","480","Garza","1690","Garza","49","1690",14,,,,,
"G4801710","1890","Texas","480","Gillespie","1710","Gillespie","49","1710",7056,159874,312694,1918030,75110,397730
"G4801730","1890","Texas","480","Glasscock","1730","Glasscock","49","1730",208,20640,26240,138820,2150,181510
"G4801750","1890","Texas","480","Goliad","1750","Goliad","49","1750",5910,46066,159739,1052640,25260,231960
"G4801770","1890","Texas","480","Gonzales","1770","Gonzales","49","1770",18016,339672,118031,4167000,140610,707530
"G4801790","1890","Texas","480","Gray","1790","Gray","49","1790",203,12919,5268,30670,4460,41030
"G4801810","1890","Texas","480","Grayson","1810","Grayson","49","1810",53211,340266,167097,12810280,340090,2055950
"G4801830","1890","Texas","480","Gregg","1830","Gregg","49","1830",9402,47031,54896,637430,25690,178180
"G4801850","1890","Texas","480","Grimes","1850","Grimes","49","1850",21312,166535,159770,2888320,126030,618580
"G4801870","1890","Texas","480","Guadalupe","1870","Guadalupe","49","1870",15217,173654,140696,4297810,130550,528230
"G4801890","1890","Texas","480","Hale","1890","Hale","49","1890",721,,,,,
"G4801910","1890","Texas","480","Hall","1910","Hall","49","1910",703,16447,26673,142430,5490,29750
"G4801930","1890","Texas","480","Hamilton","1930","Hamilton","49","1930",9313,172659,173038,2305230,100310,890490
"G4801950","1890","Texas","480","Hansford","1950","Hansford","49","1950",133,16258,2492,78780,1510,55650
"G4801970","1890","Texas","480","Hardeman","1970","Hardeman","49","1970",3904,179712,25310,1288710,66510,667030
"G4801990","1890","Texas","480","Hardin","1990","Hardin","49","1990",3956,5280,30648,108980,9960,58400
"G4802010","1890","Texas","480","Harris","2010","Harris","49","2010",37249,41774,170480,1180560,70970,392180
"G4802030","1890","Texas","480","Harrison","2030","Harrison","49","2030",26721,135828,152808,1499720,86400,507620
"G4802050","1890","Texas","480","Hartley","2050","Hartley","49","2050",252,7100,172801,383970,2450,29360
"G4802070","1890","Texas","480","Haskell","2070","Haskell","49","2070",1665,31257,1836,189890,5320,76090
"G4802090","1890","Texas","480","Hays","2090","Hays","49","2090",11352,103454,124288,2679040,70510,357080
"G4802110","1890","Texas","480","Hemphill","2110","Hemphill","49","2110",519,1930,31420,101630,4830,88400
"G4802130","1890","Texas","480","Henderson","2130","Henderson","49","2130",12285,74381,122548,1049770,76150,451930
"G4802150","1890","Texas","480","Hidalgo","2150","Hidalgo","49","2150",6534,16369,1835696,1168455,14620,715220
"G4802170","1890","Texas","480","Hill","2170","Hill","49","2170",27583,341002,105656,7209250,301100,1492780
"G4802190","1890","Texas","480","Hockley","2190","Hockley","49","2190",0,,,,,
"G4802210","1890","Texas","480","Hood","2210","Hood","49","2210",7614,92960,57200,1184450,45790,374880
"G4802230","1890","Texas","480","Hopkins","2230","Hopkins","49","2230",20572,155644,130820,2471100,113600,664830
"G4802250","1890","Texas","480","Houston","2250","Houston","49","2250",19360,110447,189913,1441360,71110,500690
"G4802270","1890","Texas","480","Howard","2270","Howard","49","2270",1210,,,,,
"G4802310","1890","Texas","480","Hunt","2310","Hunt","49","2310",31885,255038,113667,6443150,272130,1346560
"G4802330","1890","Texas","480","Hutchinson","2330","Hutchinson","49","2330",58,96,2183,20050,240,21790
"G4802350","1890","Texas","480","Irion","2350","Irion","49","2350",870,30920,162240,252002,4155,880130
"G4802370","1890","Texas","480","Jack","2370","Jack","49","2370",9740,161979,246879,2193680,71450,933130
"G4802390","1890","Texas","480","Jackson","2390","Jackson","49","2390",3281,247999,81536,1127690,21860,312520
"G4802410","1890","Texas","480","Jasper","2410","Jasper","49","2410",5592,16036,91630,381890,15390,142860
"G4802430","1890","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1394,2018,238736,458440,170,494390
"G4802450","1890","Texas","480","Jefferson","2450","Jefferson","49","2450",5857,84045,20179,465150,12150,198130
"G4802510","1890","Texas","480","Johnson","2510","Johnson","49","2510",22313,313557,70954,5452350,245570,1087130
"G4802530","1890","Texas","480","Jones","2530","Jones","49","2530",3797,60120,261755,1969570,51790,362580
"G4802550","1890","Texas","480","Karnes","2550","Karnes","49","2550",3637,84806,168086,1528600,23190,136240
"G4802570","1890","Texas","480","Kaufman","2570","Kaufman","49","2570",21598,228901,94050,4248340,153940,1063985
"G4802590","1890","Texas","480","Kendall","2590","Kendall","49","2590",3826,100644,147509,1289120,48600,252980
"G4802630","1890","Texas","480","Kent","2630","Kent","49","2630",324,5906,10909,41270,1690,218870
"G4802650","1890","Texas","480","Kerr","2650","Kerr","49","2650",4462,14794,116198,687450,22690,197240
"G4802670","1890","Texas","480","Kimble","2670","Kimble","49","2670",2243,96276,377786,829740,12380,577520
"G4802690","1890","Texas","480","King","2690","King","49","2690",173,433,3880,16190,930,11090
"G4802710","1890","Texas","480","Kinney","2710","Kinney","49","2710",3781,18426,368215,842330,5940,358330
"G4802750","1890","Texas","480","Knox","2750","Knox","49","2750",1134,30029,176448,322070,7870,54950
"G4802770","1890","Texas","480","Lamar","2770","Lamar","49","2770",37302,217526,122951,6110220,227450,1206670
"G4802790","1890","Texas","480","Lamb","2790","Lamb","49","2790",4,,,,,
"G4802810","1890","Texas","480","Lampasas","2810","Lampasas","49","2810",7584,108256,134831,1449470,54680,449960
"G4802830","1890","Texas","480","La Salle","2830","La Salle","49","2830",2139,49402,658301,1303540,4510,950990
"G4802850","1890","Texas","480","Lavaca","2850","Lavaca","49","2850",21887,176550,227037,4931960,157630,778830
"G4802870","1890","Texas","480","Lee","2870","Lee","49","2870",11952,118343,129160,1880950,77750,377420
"G4802890","1890","Texas","480","Leon","2890","Leon","49","2890",13841,84291,213778,1321520,53080,449230
"G4802910","1890","Texas","480","Liberty","2910","Liberty","49","2910",4230,19306,70496,300670,13420,188060
"G4802930","1890","Texas","480","Limestone","2930","Limestone","49","2930",21678,189903,166575,4289710,161020,2004320
"G4802950","1890","Texas","480","Lipscomb","2950","Lipscomb","49","2950",632,3979,47177,52650,5830,185510
"G4802970","1890","Texas","480","Live Oak","2970","Live Oak","49","2970",2055,64738,226311,815430,8880,434350
"G4802990","1890","Texas","480","Llano","2990","Llano","49","2990",6772,46136,296074,1317430,26880,559300
"G4803010","1890","Texas","480","Loving","3010","Loving","49","3010",3,,,,,
"G4803030","1890","Texas","480","Lubbock","3030","Lubbock","49","3030",33,,,,,
"G4803050","1890","Texas","480","Lynn","3050","Lynn","49","3050",24,,,,,
"G4803070","1890","Texas","480","McCulloch","3070","Mcculloch","49","3070",3217,115948,124205,934390,23020,562470
"G4803090","1890","Texas","480","McLennan","3090","Mclennan","49","3090",39204,305343,118092,7140810,252960,1309870
"G4803110","1890","Texas","480","McMullen","3110","Mcmullen","49","3110",1038,17903,185708,584580,3110,280600
"G4803130","1890","Texas","480","Madison","3130","Madison","49","3130",8512,63700,88534,836950,37610,311860
"G4803150","1890","Texas","480","Marion","3150","Marion","49","3150",10862,50282,64143,551550,21980,174520
"G4803170","1890","Texas","480","Martin","3170","Martin","49","3170",264,64248,4152,123540,1040,54510
"G4803190","1890","Texas","480","Mason","3190","Mason","49","3190",5180,122090,302296,1345950,29460,481770
"G4803210","1890","Texas","480","Matagorda","3210","Matagorda","49","3210",3985,70137,123063,667980,28700,188360
"G4803230","1890","Texas","480","Maverick","3230","Maverick","49","3230",3698,4220,330875,753010,4730,287420
"G4803250","1890","Texas","480","Medina","3250","Medina","49","3250",5730,110293,360324,2888610,52010,680820
"G4803270","1890","Texas","480","Menard","3270","Menard","49","3270",1215,3786,327340,1359680,13830,543880
"G4803290","1890","Texas","480","Midland","3290","Midland","49","3290",1033,147,8730,13090,10,173410
"G4803310","1890","Texas","480","Milam","3310","Milam","49","3310",24773,206962,221542,4287030,133580,881460
"G4803330","1890","Texas","480","Mills","3330","Mills","49","3330",5493,71110,71189,781800,40080,309220
"G4803350","1890","Texas","480","Mitchell","3350","Mitchell","49","3350",2059,2983,12393,61930,4050,19540
"G4803370","1890","Texas","480","Montague","3370","Montague","49","3370",18863,154014,185050,2963110,150530,1013630
"G4803390","1890","Texas","480","Montgomery","3390","Montgomery","49","3390",11765,43928,98795,811780,37670,261130
"G4803410","1890","Texas","480","Moore","3410","Moore","49","3410",15,,,,,
"G4803430","1890","Texas","480","Morris","3430","Morris","49","3430",6580,43426,61614,608530,33080,179560
"G4803450","1890","Texas","480","Motley","3450","Motley","49","3450",139,26387,3838,74910,1210,656870
"G4803470","1890","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",15984,75218,204887,1249510,63280,408350
"G4803490","1890","Texas","480","Navarro","3490","Navarro","49","3490",26373,281340,62727,4299510,176270,1016760
"G4803510","1890","Texas","480","Newton","3510","Newton","49","3510",4650,15436,90639,315110,11480,72770
"G4803530","1890","Texas","480","Nolan","3530","Nolan","49","3530",1573,54387,30809,361260,9540,52970
"G4803550","1890","Texas","480","Nueces","3550","Nueces","49","3550",8093,8892,396431,1830630,7520,324250
"G4803570","1890","Texas","480","Ochiltree","3570","Ochiltree","49","3570",198,24545,64555,141730,4820,196640
"G4803590","1890","Texas","480","Oldham","3590","Oldham","49","3590",270,1450,510,16800,230,3500
"G4803610","1890","Texas","480","Orange","3610","Orange","49","3610",4770,24124,14568,133770,5500,73810
"G4803630","1890","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",8320,133655,186195,1797060,59320,789240
"G4803650","1890","Texas","480","Panola","3650","Panola","49","3650",14328,94646,178514,1083660,61160,355430
"G4803670","1890","Texas","480","Parker","3670","Parker","49","3670",21682,217683,194187,3794650,193750,1069040
"G4803690","1890","Texas","480","Parmer","3690","Parmer","49","3690",7,,,,,
"G4803710","1890","Texas","480","Pecos","3710","Pecos","49","3710",1326,5788,8776,41930,1410,4950
"G4803730","1890","Texas","480","Polk","3730","Polk","49","3730",10332,32788,93223,508450,36570,176600
"G4803750","1890","Texas","480","Potter","3750","Potter","49","3750",849,5785,505735,1568060,2750,130780
"G4803770","1890","Texas","480","Presidio","3770","Presidio","49","3770",1698,5820,7800,101070,1930,71700
"G4803790","1890","Texas","480","Rains","3790","Rains","49","3790",3909,30728,36181,627310,23140,140860
"G4803810","1890","Texas","480","Randall","3810","Randall","49","3810",187,6439,7321,47130,1760,17260
"G4803870","1890","Texas","480","Red River","3870","Red River","49","3870",21452,102173,151432,2482470,101360,679990
"G4803890","1890","Texas","480","Reeves","3890","Reeves","49","3890",1247,,,,,
"G4803910","1890","Texas","480","Refugio","3910","Refugio","49","3910",1239,164473,38038,1378620,9200,818940
"G4803930","1890","Texas","480","Roberts","3930","Roberts","49","3930",326,6202,7948,61140,2260,47750
"G4803950","1890","Texas","480","Robertson","3950","Robertson","49","3950",26506,202938,100137,3446800,173790,701210
"G4803970","1890","Texas","480","Rockwall","3970","Rockwall","49","3970",5972,64150,12586,1517110,75140,293000
"G4803990","1890","Texas","480","Runnels","3990","Runnels","49","3990",3193,48095,103299,721260,16550,220610
"G4804010","1890","Texas","480","Rusk","4010","Rusk","49","4010",18559,134473,216738,1946110,91250,620270
"G4804030","1890","Texas","480","Sabine","4030","Sabine","49","4030",4969,28479,86159,476520,28060,124210
"G4804050","1890","Texas","480","San Augustine","4050","San Augustine","49","4050",6688,36547,76997,479300,19510,168940
"G4804070","1890","Texas","480","San Jacinto","4070","San Jacinto","49","4070",7360,27483,57598,468000,27660,162740
"G4804090","1890","Texas","480","San Patricio","4090","San Patricio","49","4090",1312,4262,14184,238600,6030,34200
"G4804110","1890","Texas","480","San Saba","4110","San Saba","49","4110",6641,39301,318755,1357990,34230,712190
"G4804130","1890","Texas","480","Schleicher","4130","Schleicher","49","4130",155,,,,,201170
"G4804150","1890","Texas","480","Scurry","4150","Scurry","49","4150",1415,124158,17729,386940,12480,179200
"G4804170","1890","Texas","480","Shackelford","4170","Shackelford","49","4170",2012,34870,131405,995650,23100,373420
"G4804190","1890","Texas","480","Shelby","4190","Shelby","49","4190",14365,62973,172641,1067910,38950,328430
"G4804210","1890","Texas","480","Sherman","4210","Sherman","49","4210",34,2815,3585,22520,660,5810
"G4804230","1890","Texas","480","Smith","4230","Smith","49","4230",28324,142606,172645,2054300,90480,538050
"G4804250","1890","Texas","480","Somervell","4250","Somervell","49","4250",3419,43974,31042,571580,29730,176680
"G4804270","1890","Texas","480","Starr","4270","Starr","49","4270",10749,43186,257019,468140,14440,141330
"G4804290","1890","Texas","480","Stephens","4290","Stephens","49","4290",4926,80612,145522,862420,29280,469270
"G4804330","1890","Texas","480","Stonewall","4330","Stonewall","49","4330",1024,6758,16716,96350,2040,95690
"G4804350","1890","Texas","480","Sutton","4350","Sutton","49","4350",658,,,,,463890
"G4804370","1890","Texas","480","Swisher","4370","Swisher","49","4370",100,535,194005,965410,1460,136310
"G4804390","1890","Texas","480","Tarrant","4390","Tarrant","49","4390",41142,311416,98470,7992570,238170,1171060
"G4804410","1890","Texas","480","Taylor","4410","Taylor","49","4410",6957,98682,96939,1653240,56380,515410
"G4804450","1890","Texas","480","Terry","4450","Terry","49","4450",21,,,,,
"G4804470","1890","Texas","480","Throckmorton","4470","Throckmorton","49","4470",902,21650,135416,652120,14090,480200
"G4804490","1890","Texas","480","Titus","4490","Titus","49","4490",8190,45042,84539,743750,28430,208590
"G4804510","1890","Texas","480","Tom Green","4510","Tom Green","49","4510",5152,163194,52732,936560,17330,410650
"G4804530","1890","Texas","480","Travis","4530","Travis","49","4530",36322,227519,147766,7339860,221280,953450
"G4804550","1890","Texas","480","Trinity","4550","Trinity","49","4550",7648,24907,68953,450660,28430,182240
"G4804570","1890","Texas","480","Tyler","4570","Tyler","49","4570",10877,25904,96815,487720,17180,170280
"G4804590","1890","Texas","480","Upshur","4590","Upshur","49","4590",12695,77325,130053,1014030,65600,332250
"G4804610","1890","Texas","480","Upton","4610","Upton","49","4610",52,,,,,
"G4804630","1890","Texas","480","Uvalde","4630","Uvalde","49","4630",3804,420170,144521,1413810,6810,702940
"G4804650","1890","Texas","480","Val Verde","4650","Val Verde","49","4650",2874,3056,1153,149470,4240,8380
"G4804670","1890","Texas","480","Van Zandt","4670","Van Zandt","49","4670",16225,112118,171746,2139100,82700,589500
"G4804690","1890","Texas","480","Victoria","4690","Victoria","49","4690",8737,45294,241335,1974290,43080,396440
"G4804710","1890","Texas","480","Walker","4710","Walker","49","4710",12874,58136,142680,1011650,55760,234720
"G4804730","1890","Texas","480","Waller","4730","Waller","49","4730",10888,76019,65629,1203630,43270,301630
"G4804750","1890","Texas","480","Ward","4750","Ward","49","4750",77,,,,,
"G4804770","1890","Texas","480","Washington","4770","Washington","49","4770",29161,258496,20090,5679390,200520,697870
"G4804790","1890","Texas","480","Webb","4790","Webb","49","4790",14842,8267,782379,1235400,18200,684600
"G4804810","1890","Texas","480","Wharton","4810","Wharton","49","4810",7584,30336,60498,1063570,39320,121970
"G4804830","1890","Texas","480","Wheeler","4830","Wheeler","49","4830",778,6198,31119,187050,6620,162830
"G4804850","1890","Texas","480","Wichita","4850","Wichita","49","4850",4831,38973,129814,1601560,76220,866840
"G4804870","1890","Texas","480","Wilbarger","4870","Wilbarger","49","4870",7092,224073,88698,2670460,139270,588440
"G4804910","1890","Texas","480","Williamson","4910","Williamson","49","4910",25909,306881,141701,7136280,247970,1181200
"G4804930","1890","Texas","480","Wilson","4930","Wilson","49","4930",10655,151903,201811,2193010,68580,460590
"G4804950","1890","Texas","480","Winkler","4950","Winkler","49","4950",18,,,,,
"G4804970","1890","Texas","480","Wise","4970","Wise","49","4970",24134,323575,160201,4431510,197820,1457870
"G4804990","1890","Texas","480","Wood","4990","Wood","49","4990",13932,78602,122142,1625670,76050,387800
"G4805010","1890","Texas","480","Yoakum","5010","Yoakum","49","5010",4,,,,,
"G4805030","1890","Texas","480","Young","5030","Young","49","5030",5049,62671,161712,1008260,45460,512350
"G4805050","1890","Texas","480","Zapata","5050","Zapata","49","5050",3562,1530,21,14652,1865,20869
"G4805070","1890","Texas","480","Zavala","5070","Zavala","49","5070",1097,20229,65122,185650,1680,415420
"G4950015","1890","Utah Territory","495","Beaver","0015","Beaver","67","10",3340,9259,6906,227980,19210,86620
"G4950035","1890","Utah Territory","495","Box Elder","0035","Box Elder","67","30",7642,58857,371526,2382070,79290,600370
"G4950055","1890","Utah Territory","495","Cache","0055","Cache","67","50",15509,55340,44766,2031450,112130,436480
"G4950115","1890","Utah Territory","495","Davis","0115","Davis","67","110",6751,41438,40530,2905530,85260,283640
"G4950155","1890","Utah Territory","495","Emery","0155","Emery","67","150",5076,13347,16264,379980,36130,160210
"G4950175","1890","Utah Territory","495","Garfield","0175","Garfield","67","170",2457,4456,2705,108650,8780,89410
"G4950195","1890","Utah Territory","495","Grand","0195","Grand","67","190",541,1970,4085,87250,6000,96870
"G4950295","1890","Utah Territory","495","Iron","0295","Iron","67","210",2683,5019,670,226690,14590,75430
"G4950315","1890","Utah Territory","495","Juab","0315","Juab","67","230",5582,6912,8294,230700,13440,57910
"G4950335","1890","Utah Territory","495","Kane","0335","Kane","67","250",1685,3614,4247,151550,14880,268740
"G4950375","1890","Utah Territory","495","Millard","0375","Millard","67","270",4033,14705,26733,336610,27020,226810
