GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADQ001,AE6001,AE6002,AE6003,AEE001,AEF001,AEF002
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia","14","1010",408762,389001,19761,0,13659960,277969,579780
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike","14","1030",5881,5692,189,0,959200,31536,114781
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter","14","1050",6048,6042,6,0,730986,46309,158778
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill","14","1070",60713,60305,408,0,3097598,169674,331210
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset","14","1110",24416,24317,99,0,3874520,181688,627263
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan","14","1130",3694,3683,11,0,314155,22445,94971
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna","14","1150",28688,28528,160,0,5382470,231075,978359
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga","14","1170",23987,23889,98,0,3404497,170532,634624
"G4201190","1850","Pennsylvania","420","Union","1190","Union","14","1190",26083,25982,101,0,5800718,184087,471390
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango","14","1210",18310,18270,40,0,2149597,181222,416289
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren","14","1230",13671,13593,78,0,1593186,90893,301628
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington","14","1250",44939,43380,1559,0,14943098,341856,1536439
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne","14","1270",21890,21841,49,0,2188166,103046,381536
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland","14","1290",51726,51280,446,0,12576344,552353,1596849
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming","14","1310",10655,10650,5,0,1628580,66090,260337
"G4201330","1850","Pennsylvania","420","York","1330","York","14","1330",57450,56325,1125,0,13695948,546348,1186715
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol","5","10",8514,8203,311,0,744500,26615,61181
"G4400030","1850","Rhode Island","440","Kent","0030","Kent","5","30",15068,14839,229,0,1894128,56983,178769
"G4400050","1850","Rhode Island","440","Newport","0050","Newport","5","50",20007,19225,782,0,3849379,92285,321042
"G4400070","1850","Rhode Island","440","Providence","0070","Providence","5","70",87526,85708,1818,0,7442040,218316,575886
"G4400090","1850","Rhode Island","440","Washington","0090","Washington","5","90",16430,15900,530,0,3140755,103002,395759
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville","48","10",32318,12699,357,19262,4740923,265687,997473
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson","48","70",21475,13867,94,7514,2399120,160363,556485
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell","48","110",26608,12289,311,14008,2746605,131149,687199
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort","48","130",38805,5947,579,32279,5223868,377482,689461
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston","48","190",72805,24580,3849,44376,3681543,174506,525900
"G4500230","1850","South Carolina","450","Chester","0230","Chester","48","230",18038,8003,148,9887,3038495,133287,511453
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield","48","250",10790,6678,218,3894,844298,59179,228498
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton","48","290",39505,7403,331,31771,5356002,318703,705825
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington","48","310",16831,6747,43,10041,2840486,95394,450592
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield","48","370",39262,16252,285,22725,5356854,297179,1113929
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield","48","390",21404,7068,90,14246,3131629,157934,504353
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown","48","430",20647,2193,201,18253,5559100,145820,235147
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville","48","450",20156,13370,95,6691,2004678,97360,404853
"G4500510","1850","South Carolina","450","Horry","0510","Horry","48","510",7646,5522,49,2075,354345,31495,221470
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw","48","550",14473,4681,214,9578,1394124,49744,300639
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster","48","570",10988,5857,117,5014,1476941,91635,312037
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens","48","590",23407,11370,84,11953,3850500,210399,806208
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington","48","630",12930,7350,23,5557,1003976,71342,290546
"G4500670","1850","South Carolina","450","Marion","0670","Marion","48","670",17407,9781,106,7520,2601144,79400,492631
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro","48","690",10789,5033,156,5600,1881909,105704,290975
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry","48","710",20143,7242,213,12688,3551063,152395,603862
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg","48","750",23582,8120,78,15384,3048940,127866,547714
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens","48","770",16904,13105,120,3679,1613350,95286,416998
"G4500790","1850","South Carolina","450","Richland","0790","Richland","48","790",20243,6764,501,12978,2006777,68275,454594
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg","48","830",26400,18311,50,8039,2659146,133480,657161
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter","48","850",33220,9813,342,23065,3547743,201322,689974
"G4500870","1850","South Carolina","450","Union","0870","Union","48","870",19851,9317,142,10392,3033159,128506,564162
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg","48","890",12447,3902,37,8508,819519,42019,271932
"G4500910","1850","South Carolina","450","York","0910","York","48","910",19433,11299,127,8007,2665447,133443,527944
"G4700010","1850","Tennessee","470","Anderson","0010","Anderson","54","10",6938,6391,41,506,465890,38731,192371
"G4700030","1850","Tennessee","470","Bedford","0030","Bedford","54","30",21511,15937,72,5502,2282346,87314,686011
"G4700050","1850","Tennessee","470","Benton","0050","Benton","54","50",6315,5931,21,363,343212,23951,151611
"G4700070","1850","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",5959,5036,96,827,547185,21721,214550
"G4700090","1850","Tennessee","470","Blount","0090","Blount","54","90",12424,11213,127,1084,1124275,80790,379600
"G4700110","1850","Tennessee","470","Bradley","0110","Bradley","54","110",12259,11478,37,744,1017329,52192,249383
"G4700130","1850","Tennessee","470","Campbell","0130","Campbell","54","130",6068,5651,99,318,384252,17946,168850
"G4700150","1850","Tennessee","470","Cannon","0150","Cannon","54","150",8982,8115,24,843,658820,48547,327500
"G4700170","1850","Tennessee","470","Carroll","0170","Carroll","54","170",15967,12815,17,3135,958124,81708,422994
"G4700190","1850","Tennessee","470","Carter","0190","Carter","54","190",6296,5911,32,353,387551,51739,130219
"G4700250","1850","Tennessee","470","Claiborne","0250","Claiborne","54","250",9369,8610,99,660,689725,29125,247266
"G4700290","1850","Tennessee","470","Cocke","0290","Cocke","54","290",8300,7501,80,719,712724,43193,230113
"G4700310","1850","Tennessee","470","Coffee","0310","Coffee","54","310",8351,7074,10,1267,539582,27415,205617
"G4700370","1850","Tennessee","470","Davidson","0370","Davidson","54","370",38882,23853,854,14175,6441759,177440,942304
"G4700390","1850","Tennessee","470","Decatur","0390","Decatur","54","390",6003,5263,17,723,298079,22725,162947
"G4700410","1850","Tennessee","470","DeKalb","0410","De Kalb","54","410",8016,7331,17,668,476559,27335,200053
"G4700430","1850","Tennessee","470","Dickson","0430","Dickson","54","430",8404,6285,1,2118,436226,27173,216130
"G4700450","1850","Tennessee","470","Dyer","0450","Dyer","54","450",6361,4884,9,1468,686674,31571,231956
"G4700470","1850","Tennessee","470","Fayette","0470","Fayette","54","470",26719,11416,39,15264,3304672,204830,640697
"G4700490","1850","Tennessee","470","Fentress","0490","Fentress","54","490",4454,4305,1,148,218002,12987,121867
"G4700510","1850","Tennessee","470","Franklin","0510","Franklin","54","510",13768,10085,60,3623,1382501,78821,458311
"G4700530","1850","Tennessee","470","Gibson","0530","Gibson","54","530",19548,15286,68,4194,2097842,124680,736024
"G4700550","1850","Tennessee","470","Giles","0550","Giles","54","550",25949,16518,73,9358,4431105,173048,1093180
"G4700570","1850","Tennessee","470","Grainger","0570","Grainger","54","570",12370,11170,165,1035,803957,40147,238335
"G4700590","1850","Tennessee","470","Greene","0590","Greene","54","590",17824,16526,205,1093,1596811,110491,506535
"G4700610","1850","Tennessee","470","Grundy","0610","Grundy","54","610",2773,2522,15,236,177569,11568,87231
"G4700650","1850","Tennessee","470","Hamilton","0650","Hamilton","54","650",10075,9216,187,672,909790,42426,266727
"G4700670","1850","Tennessee","470","Hancock","0670","Hancock","54","670",5660,5447,11,202,406227,30943,153614
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman","54","690",17456,10308,40,7108,1673921,117787,502334
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin","54","710",10328,9040,31,1257,546319,39834,269902
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins","54","730",13370,11567,113,1690,1339992,60805,417600
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood","54","750",17259,8711,50,8498,1697841,120030,399428
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson","54","770",13164,10570,2,2592,687105,74443,330181
"G4700790","1850","Tennessee","470","Henry","0790","Henry","54","790",18233,13387,25,4821,1174370,86013,490320
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman","54","810",9397,7559,22,1816,751904,53064,356517
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys","54","850",6422,5304,21,1097,373848,22827,213234
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson","54","870",15673,14000,115,1558,829082,52440,412913
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson","54","890",13204,11458,118,1628,1310816,73778,321890
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson","54","910",3705,3485,14,206,315715,17570,94737
"G4700930","1850","Tennessee","470","Knox","0930","Knox","54","930",18807,16385,229,2193,1872886,104282,457917
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",5169,3397,6,1766,446937,26083,132395
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence","54","990",9280,8094,24,1162,658185,44364,249999
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis","54","1010",4438,3694,8,736,394002,20551,57043
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln","54","1030",23492,17802,69,5621,3321045,155547,1023463
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn","54","1070",13906,12286,52,1568,1277133,89749,475222
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy","54","1090",12864,11447,24,1393,755861,66971,421024
"G4701110","1850","Tennessee","470","Macon","1110","Macon","54","1110",6948,6122,60,766,415457,22840,69556
"G4701130","1850","Tennessee","470","Madison","1130","Madison","54","1130",21470,12857,61,8552,2152906,179356,629786
"G4701150","1850","Tennessee","470","Marion","1150","Marion","54","1150",6314,5718,45,551,648694,31906,247328
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall","54","1170",15616,11915,67,3634,2009667,86614,724569
"G4701190","1850","Tennessee","470","Maury","1190","Maury","54","1190",29520,16759,91,12670,4177514,181257,1318389
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs","54","1210",4879,4480,4,395,116332,18434,150780
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe","54","1230",11874,10623,63,1188,1260346,83610,334793
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery","54","1250",21045,11900,74,9071,1256742,103094,621495
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan","54","1290",3430,3301,28,101,323860,10110,94675
"G4701310","1850","Tennessee","470","Obion","1310","Obion","54","1310",7633,6572,4,1057,635344,32093,239128
"G4701330","1850","Tennessee","470","Overton","1330","Overton","54","1330",11211,10088,58,1065,662474,48866,349360
"G4701350","1850","Tennessee","470","Perry","1350","Perry","54","1350",5821,5503,5,313,404231,29731,178599
"G4701390","1850","Tennessee","470","Polk","1390","Polk","54","1390",6338,5884,54,400,578455,27843,130562
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea","54","1430",4415,3951,28,436,357898,21569,118924
"G4701450","1850","Tennessee","470","Roane","1450","Roane","54","1450",12185,10525,116,1544,1005466,56470,321579
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson","54","1470",16145,11503,26,4616,1306276,86416,474020
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford","54","1490",29122,16910,234,11978,4383496,138898,926862
"G4701510","1850","Tennessee","470","Scott","1510","Scott","54","1510",1905,1868,0,37,86494,14197,63088
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier","54","1550",6920,6450,67,403,462241,39298,217010
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby","54","1570",31157,16579,218,14360,3221776,201680,593742
"G4701590","1850","Tennessee","470","Smith","1590","Smith","54","1590",18412,13709,186,4517,1197542,82881,631078
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart","54","1610",9719,7017,127,2575,330489,44300,307284
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan","54","1630",11742,10603,135,1004,1330563,72993,324891
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner","54","1650",22717,14487,224,8006,2732280,101066,753382
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton","54","1670",8887,4673,22,4192,1016047,92002,315107
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2674,2481,18,175,140287,7836,72160
"G4701770","1850","Tennessee","470","Warren","1770","Warren","54","1770",10179,8386,83,1710,691152,40477,245308
"G4701790","1850","Tennessee","470","Washington","1790","Washington","54","1790",13861,12671,260,930,1700231,101696,387192
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne","54","1810",8170,7232,8,930,530852,34048,266440
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley","54","1830",14608,11525,13,3070,807816,64351,344275
"G4701850","1850","Tennessee","470","White","1850","White","54","1850",11444,10101,129,1214,752896,43183,324120
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson","54","1870",27201,14266,71,12864,5208237,174476,995917
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson","54","1890",27443,19913,403,7127,2741401,139924,918502
"G4800010","1850","Texas","480","Anderson","0010","Anderson","49","10",2884,2284,0,600,209973,26918,126574
"G4800050","1850","Texas","480","Angelina","0050","Angelina","49","50",1165,945,24,196,133690,9575,50874
"G4800150","1850","Texas","480","Austin","0150","Austin","49","150",3841,2286,6,1549,410169,23099,290129
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop","49","210",3099,2180,0,919,289473,26784,239938
"G4800290","1850","Texas","480","Bexar","0290","Bexar","49","290",6052,5633,30,389,209951,14377,102835
"G4800370","1850","Texas","480","Bowie","0370","Bowie","49","370",2912,1271,0,1641,187394,23407,154544
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria","49","390",4841,1329,5,3507,748056,369413,348962
"G4800410","1850","Texas","480","Brazos","0410","Brazos","49","410",614,466,0,148,61531,7455,76990
"G4800510","1850","Texas","480","Burleson","0510","Burleson","49","510",1713,1213,0,500,135636,20949,140382
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell","49","550",1329,1054,1,274,65836,5746,49399
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun","49","570",1110,867,9,234,75365,1164,45615
"G4800610","1850","Texas","480","Cameron","0610","Cameron","49","615",8541,8469,19,53,103500,1230,29200
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)","49","670",4991,3089,0,1902,485524,48616,168094
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee","49","730",6673,5389,1,1283,547233,37267,206447
"G4800850","1850","Texas","480","Collin","0850","Collin","49","850",1950,1816,0,134,153583,21779,109871
"G4800890","1850","Texas","480","Colorado","0890","Colorado","49","890",2257,1534,0,723,157654,41935,205216
"G4800910","1850","Texas","480","Comal","0910","Comal","49","910",1723,1662,0,61,74725,6440,20700
"G4800970","1850","Texas","480","Cooke","0970","Cooke","49","970",220,219,0,1,5250,1145,9530
"G4801130","1850","Texas","480","Dallas","1130","Dallas","49","1130",2743,2536,0,207,160236,15266,67302
"G4801210","1850","Texas","480","Denton","1210","Denton","49","1210",641,631,0,10,16958,4535,32225
"G4801230","1850","Texas","480","DeWitt","1230","De Witt","49","1230",1716,1148,0,568,173233,23710,160055
"G4801390","1850","Texas","480","Ellis","1390","Ellis","49","1390",989,902,10,77,56136,9087,42314
"G4801470","1850","Texas","480","Fannin","1470","Fannin","49","1470",3788,3260,0,528,267040,33067,194480
"G4801490","1850","Texas","480","Fayette","1490","Fayette","49","1490",3756,2740,0,1016,289138,23501,145364
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend","49","1570",2533,974,5,1554,313070,52939,209227
"G4801670","1850","Texas","480","Galveston","1670","Galveston","49","1670",4529,3785,30,714,34100,1100,116801
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie","49","1710",1240,1235,0,5,23590,2798,10873
"G4801750","1850","Texas","480","Goliad","1750","Goliad","49","1750",648,435,0,213,48743,6880,54810
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales","49","1770",1492,891,0,601,214557,40001,304910
"G4801810","1850","Texas","480","Grayson","1810","Grayson","49","1810",2008,1822,0,186,155671,18124,99288
"G4801850","1850","Texas","480","Grimes","1850","Grimes","49","1850",4008,2326,2,1680,262464,31468,202947
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe","49","1870",1511,1171,5,335,193835,17919,131263
"G4802010","1850","Texas","480","Harris","2010","Harris","49","2010",4668,3756,7,905,122767,15170,164071
"G4802030","1850","Texas","480","Harrison","2030","Harrison","49","2030",11822,5604,5,6213,1042373,81155,326816
"G4802090","1850","Texas","480","Hays","2090","Hays","49","2090",387,259,0,128,53840,4908,21837
"G4802130","1850","Texas","480","Henderson","2130","Henderson","49","2130",1237,1155,1,81,41302,22912,49903
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins","49","2230",2623,2469,0,154,101694,12646,130638
"G4802250","1850","Texas","480","Houston","2250","Houston","49","2250",2721,2036,12,673,162673,23220,149784
"G4802310","1850","Texas","480","Hunt","2310","Hunt","49","2310",1520,1477,2,41,34785,4416,48908
"G4802390","1850","Texas","480","Jackson","2390","Jackson","49","2390",996,627,30,339,163149,13324,135655
"G4802410","1850","Texas","480","Jasper","2410","Jasper","49","2410",1767,1226,0,541,312561,7780,65506
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson","49","2450",1836,1504,63,269,48292,4624,175022
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman","49","2570",1047,982,0,65,66650,21422,45198
"G4802770","1850","Texas","480","Lamar","2770","Lamar","49","2770",3978,2893,0,1085,448262,56226,299469
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca","49","2850",1571,1139,0,432,151261,17873,145217
"G4802890","1850","Texas","480","Leon","2890","Leon","49","2890",1946,1325,0,621,179562,27410,161199
"G4802910","1850","Texas","480","Liberty","2910","Liberty","49","2910",2522,1623,7,892,227038,22252,255237
"G4802930","1850","Texas","480","Limestone","2930","Limestone","49","2930",2608,1990,0,618,102640,23218,154460
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda","49","3210",2124,913,3,1208,363700,139315,169095
"G4803250","1850","Texas","480","Medina","3250","Medina","49","3250",909,881,0,28,17912,3690,10488
"G4803310","1850","Texas","480","Milam","3310","Milam","49","3310",2907,2469,2,436,157410,18510,150288
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery","49","3390",2384,1439,0,945,175372,29077,131071
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",5193,3758,31,1404,259268,37550,182812
"G4803490","1850","Texas","480","Navarro","3490","Navarro","49","3490",2190,1943,1,246,115823,15503,113501
"G4803495","1850","Texas","480","Navarro-Ellis-Tarrant [multi-county reporting area]","3495","Navarro-Ellis-Tarrant (multi-county reporting area)","49","3495",,,,,,,
"G4803510","1850","Texas","480","Newton","3510","Newton","49","3510",1689,1255,8,426,161674,8785,64219
"G4803550","1850","Texas","480","Nueces","3550","Nueces","49","3550",698,650,1,47,108268,2125,63360
"G4803650","1850","Texas","480","Panola","3650","Panola","49","3650",3871,2676,2,1193,200890,24616,128226
"G4803730","1850","Texas","480","Polk","3730","Polk","49","3730",2348,1542,1,805,494359,11259,110386
"G4803870","1850","Texas","480","Red River","3870","Red River","49","3870",3906,2493,7,1406,299967,47789,134013
"G4803910","1850","Texas","480","Refugio","3910","Refugio","49","3910",288,269,0,19,19750,765,42890
"G4803950","1850","Texas","480","Robertson","3950","Robertson","49","3950",934,670,0,264,48940,12250,109046
"G4804010","1850","Texas","480","Rusk","4010","Rusk","49","4010",8148,6012,0,2136,606976,82120,290544
"G4804030","1850","Texas","480","Sabine","4030","Sabine","49","4030",2498,1556,0,942,389269,28170,102295
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine","49","4050",3648,2087,0,1561,225619,32916,131539
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio","49","4090",200,197,0,3,22828,1405,10145
"G4804190","1850","Texas","480","Shelby","4190","Shelby","49","4190",4239,3278,0,961,405009,41814,201539
"G4804230","1850","Texas","480","Smith","4230","Smith","49","4230",4292,3575,0,717,261871,25306,116783
"G4804270","1850","Texas","480","Starr","4270","Starr","49","4270",,,,,,,
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant","49","4390",664,599,0,65,16890,5865,23632
"G4804490","1850","Texas","480","Titus","4490","Titus","49","4490",3636,3168,1,467,161850,20498,132116
"G4804530","1850","Texas","480","Travis","4530","Travis","49","4530",3138,2336,11,791,278362,32561,139906
"G4804570","1850","Texas","480","Tyler","4570","Tyler","49","4570",1894,1476,0,418,128238,17315,69383
"G4804590","1850","Texas","480","Upshur","4590","Upshur","49","4590",3394,2712,0,682,237684,28405,126323
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt","49","4670",1348,1308,0,40,69547,9398,69333
"G4804690","1850","Texas","480","Victoria","4690","Victoria","49","4690",2019,1396,52,571,202310,11425,205725
"G4804710","1850","Texas","480","Walker","4710","Walker","49","4710",3964,2663,0,1301,422445,20977,175356
"G4804770","1850","Texas","480","Washington","4770","Washington","49","4770",5983,3166,0,2817,649229,43732,291200
"G4804790","1850","Texas","480","Webb","4790","Webb","49","4790",,,,,,,
"G4804810","1850","Texas","480","Wharton","4810","Wharton","49","4810",1752,510,0,1242,281065,38925,158569
"G4804910","1850","Texas","480","Williamson","4910","Williamson","49","4910",1568,1410,3,155,245320,33388,283065
"G4950115","1850","Utah Territory","495","Davis","0115","Davis","67","110",1134,1134,0,0,46169,10340,71789
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake","67","350",6157,6142,15,0,166581,40709,246359
"G4950295","1850","Utah Territory","495","Iron","0295","Iron","67","210",360,359,1,0,38855,5040,29104
"G4950535","1850","Utah Territory","495","Sanpete","0535","San Pete","67","390",365,365,0,0,4520,4667,18018
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele","67","450",152,152,0,0,2160,1040,5925
"G4950675","1850","Utah Territory","495","Utah","0675","Utah","67","490",2026,1992,8,26,47655,15336,106952
"G4950755","1850","Utah Territory","495","Weber","0755","Weber","67","570",1186,1186,0,0,5859,7156,68821
"G5000010","1850","Vermont","500","Addison","0010","Addison","6","10",26549,26441,108,0,7799257,256270,1289608
"G5000030","1850","Vermont","500","Bennington","0030","Bennington","6","30",18589,18511,78,0,3338756,131194,662281
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia","6","50",23595,23584,11,0,4751609,319559,1027836
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden","6","70",29036,28927,109,0,5624439,217343,898727
"G5000090","1850","Vermont","500","Essex","0090","Essex","6","90",4650,4647,3,0,767185,61096,215370
"G5000110","1850","Vermont","500","Franklin","0110","Franklin","6","110",28586,28500,86,0,4284070,215418,942262
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle","6","130",4145,4142,3,0,1189682,38993,122588
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille","6","150",10872,10869,3,0,1851471,107505,422671
"G5000170","1850","Vermont","500","Orange","0170","Orange","6","170",27296,27277,19,0,4807788,279641,974258
"G5000190","1850","Vermont","500","Orleans","0190","Orleans","6","190",15707,15694,13,0,2492090,150114,645412
"G5000210","1850","Vermont","500","Rutland","0210","Rutland","6","210",33059,32938,121,0,7972180,255240,1543936
"G5000230","1850","Vermont","500","Washington","0230","Washington","6","230",24654,24640,14,0,3965385,165179,873766
"G5000250","1850","Vermont","500","Windham","0250","Windham","6","250",29062,29025,37,0,6301500,248874,1223724
"G5000270","1850","Vermont","500","Windsor","0270","Windsor","6","270",38320,38207,113,0,8221815,292856,1800789
"G5100010","1850","Virginia","510","Accomack","0010","Accomack","40","10",17890,9608,3295,4987,3746281,99989,332744
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle","40","30",25800,11875,587,13338,5370831,119200,589706
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria","40","130",10008,7217,1409,1382,413210,12455,98052
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany","40","50",3515,2763,58,694,519592,15797,94484
"G5100070","1850","Virginia","510","Amelia","0070","Amelia","40","70",9770,2785,166,6819,1411032,54791,219944
"G5100090","1850","Virginia","510","Amherst","0090","Amherst","40","90",12699,6352,394,5953,1833563,57275,274424
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox","40","110",9193,4209,185,4799,1008889,42884,198342
"G5100150","1850","Virginia","510","Augusta","0150","Augusta","40","150",24610,18983,574,5053,7033273,230134,825361
"G5100155","1850","Virginia","510","Barbour","0155","Barbour","40","155",9005,8670,222,113,1757362,31471,321163
"G5100170","1850","Virginia","510","Bath","0170","Bath","40","170",3426,2434,45,947,692346,20506,149565
"G5100190","1850","Virginia","510","Bedford","0190","Bedford","40","190",24080,13556,463,10061,3213072,120681,540794
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley","40","195",11771,9566,249,1956,3618370,97245,366140
"G5100215","1850","Virginia","510","Boone","0215","Boone","40","215",3237,3054,0,183,254250,9073,83450
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt","40","230",14908,10746,426,3736,1802618,72600,331515
"G5100233","1850","Virginia","510","Braxton","0233","Braxton","40","235",4212,4123,0,89,1287282,28030,120452
"G5100237","1850","Virginia","510","Brooke","0237","Brooke","40","245",5054,4923,100,31,1279368,37223,223067
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick","40","250",13894,4885,553,8456,1034422,63526,355284
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham","40","290",13837,5426,250,8161,1991262,71889,286934
"G5100293","1850","Virginia","510","Cabell","0293","Cabell","40","295",6299,5902,8,389,744448,20053,128692
"G5100310","1850","Virginia","510","Campbell","0310","Campbell","40","310",23245,11533,846,10866,2368184,84420,312146
"G5100330","1850","Virginia","510","Caroline","0330","Caroline","40","330",18456,6891,904,10661,2700568,85879,328536
"G5100350","1850","Virginia","510","Carroll","0350","Carroll","40","350",5909,5726,29,154,495858,19903,138669
"G5100360","1850","Virginia","510","Charles City","0360","Charles City","40","360",5200,1664,772,2764,885252,29424,101794
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte","40","370",13955,4615,352,8988,2482923,68865,327936
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield","40","410",17489,8406,467,8616,1500933,61353,273794
"G5100430","1850","Virginia","510","Clarke","0430","Clarke","40","430",7352,3614,124,3614,3111228,80706,312025
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper","40","470",12282,5112,487,6683,2898534,102963,406647
